lord_id,alliance_id,alliance_tag,map_id,name,power,units_killed,town_center,faction,home_server,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
3183270,183458,ECHO,27010,SoMHoMᵐᵃʳˡᵉʸ,134136052,872854875,25,Wilderburg,60,6812869,153682082,74691069,31734406,18820467,8890110,874307,461707843,480,54473,155833,509,1619003807,1141130693,1096412259,3213710369,23795,2562773745,513,98274,7816027884,6252124735,5497362756,4088970545,1877173,275834959,399891394,46842774,29815749,120071951
3612051,183458,ECHO,27010,ᶜʸᵇメSᴘᴀʀᴛø,132951716,897042521,25,League of Order,60,19235785,177182100,72991358,31732531,18621717,9606110,1868348,462106441,285,89643,373439,2028,1981878851,1949037827,1914921018,4251566130,311,118720553,34,104287,10252336191,8629326428,7269885608,6623211335,6236724,524250000,273671372,4602020,5980027,88295737
3623601,183458,ECHO,27010,Pixa,132159222,597515901,25,Wilderburg,60,16176754,175250571,72338124,31732531,18820467,9268100,2634374,475593636,95,129684,198190,435,1029076327,782988472,793583402,1915866043,2,1801135341,366,95108,13719034969,11335024774,8511169215,7851015802,5244744,330062287,213021470,6363913,5139938,42847417
4401898,183458,ECHO,27010,ᴮᴼ FALA7,132036012,929353082,25,League of Order,60,8313206,190226552,71852789,31734406,18820467,9628350,2504285,633411664,1027,147769,180905,1645,1237118622,1445001383,676050556,5184496337,148,1923748233,406,160870,12991246220,13774548894,8501472119,8317915268,4943632,337827325,437332105,17157016,9178261,126546035
8521635,183458,ECHO,27010,ᶠᴮᶦ Agent X,131855831,922066138,25,League of Order,60,18589405,164491805,71841723,31732531,18820467,9461110,4008985,536177632,653,168924,244767,888,876783470,414979487,453687495,3614515228,2576,3182381163,658,116337,14571582542,11937770068,9121089784,8297717001,3357619,447690947,411593439,18685363,10613113,33099489
1394547,183458,ECHO,27010,Mᴏɴᴋ ᴴᴬᵛᴼᶜ麺,130864437,646882088,25,Wilderburg,60,17257639,157510567,70544799,31732531,18820467,9418640,1940288,541549751,971,170409,180847,233,1451864702,1263700983,1485289276,7725981122,4809,412212498,102,137703,12815751827,11331327966,7552999551,7843837971,4084869,301761225,254470643,8108970,1722818,80673268
1260762,183458,ECHO,27010,Cutler,130850009,444738033,25,League of Order,60,15135123,139920901,71537891,31732531,18820467,8239120,2395758,409500957,90,121610,275355,132,1379195267,1831555449,1648306841,5199286582,9337,326943597,121,89812,11211804757,10504990309,7091087137,7351186684,2482166,297808581,102537264,1975295,2293008,40063764
3788189,183458,ECHO,27010,ᴱᵗᵉʳⁿᵃˡ Panda,129706461,836005912,25,League of Order,60,9838285,130407776,70006668,31734406,18820467,8795100,2576701,471175541,383,128813,217829,693,1222447519,321058519,1959099275,4127841191,1943,1104415858,273,106017,7952072111,7114466291,5319017100,5276136289,2596419,310487262,434956961,35441316,23162141,31203093
2479861,183458,ECHO,27010,Kairi龍兒,129504704,466184511,25,Wilderburg,60,8831846,138868073,71394666,31732531,18820467,7557040,1470437,345084013,191,46278,223624,372,1824092724,1522583840,1364579458,4684561008,2902,255335390,62,153401,6640568146,5506312646,5780463027,4514491599,2357927,269180789,140893987,4371522,2185789,49415952
3311961,183458,ECHO,27010,Spicy Chi,128657643,583102938,25,League of Order,60,5741775,140582983,71110035,31732531,18820467,6994610,2030822,395066115,30,94120,247920,700,1678542199,979303927,1327703401,2171517058,292,2379446384,510,104597,7749666726,6755332625,7024388079,5047292236,1579872,257902224,203775395,44724839,41409950,35178343
6384492,183458,ECHO,27010,Broke Neccy,128588785,773712525,25,Wilderburg,60,13323481,167882785,68874652,31734406,18820467,9159260,2124023,443201555,399,196856,241204,605,1188932819,939520033,345387851,2768927046,143,559026051,125,48969,9726595785,10086285822,4957757223,5910872548,3169772,314208186,422146207,8207099,2021139,26912567
3892660,183458,ECHO,27010,Actina,128272969,472176806,25,Wilderburg,60,5178102,128272969,70503761,31732531,18820467,7216210,2530395,342901667,176,78264,193937,552,768283613,145060754,513897210,3009311193,1,674641043,150,113451,6224585563,4424448027,3867709158,3565606710,1387152,251519578,188200380,12634245,3422683,16229173
9969125,183458,ECHO,27010,ᴵᴬᴹLet Me Cook,127957219,577628112,25,League of Order,60,13151978,144429639,69278166,31734406,18820467,8124180,2810948,395541393,1123,120099,181148,1121,564807786,886164851,549300139,2975094875,324,105000000,21,81277,9105540594,8996784273,5613058003,5244867693,2087342,238561571,293878957,9906804,6764973,27682041
3172537,183458,ECHO,27010,Qbolle,127903183,557706667,25,League of Order,60,13327154,140335733,68508145,31732531,18820467,8522040,2172770,401434745,114,54350,317817,391,1452820907,1172358859,1554176670,3248678243,446,20299491,7,101751,9630886613,8869256592,7575275964,6610886287,2546862,352369404,174503489,3933738,3321126,23489410
4328951,183458,ECHO,27010,ᴵᵐ Tel Annas,127788011,348706122,25,Wilderburg,60,2948443,131213991,70266543,31732531,18740967,7047970,466973,351145983,121,28555,172638,549,5103295852,4288554707,4240128692,4547882580,146,4492578386,906,153371,8333616369,7506591566,7351081433,4811653181,1147369,174030996,129704774,5255029,2107866,37524715
765155,183458,ECHO,27010,Heídi,125939275,507219819,25,League of Order,60,10545304,153262409,68332077,31732531,18820467,7054200,977351,382396354,54,48587,191247,1826,2600381911,2515962481,1330062415,4626139767,1270,1330548617,275,200305,6423184627,6918157103,4478994627,3682135526,2134101,278192787,146306589,4957133,2223781,75412446
1189731,-,-,60,SmallToaster,125913804,225352168,25,League of Order,60,-,125913804,68397936,31732531,18820467,6962870,1453688,295195321,73,69820,181261,296,2689057116,2022773463,1887768005,2135900249,20,998991,6,52130,5315972507,4287733298,3567602710,3450999851,1225559,162167282,57884533,1078230,610961,3529202
1728390,183458,ECHO,27010,м ɪ ɢ н ᴛ,125244159,416187491,25,League of Order,60,11739729,143566912,66206621,31732531,18167167,8637840,838771,355886744,381,41925,267289,490,4531752985,3609079007,3273289099,3719068491,527,-,-,136880,6754502037,5634096042,5062460691,4130265141,1899953,261773349,109752557,4052634,1906904,38472897
10715012,183458,ECHO,27010,ᴳᴬ 관 우,124332399,1164638141,25,Wilderburg,60,28713839,175186188,65011791,31732531,18820467,8767610,3079011,612020961,260,244488,214498,384,1856453174,764347937,1033345442,5096999467,105,1378999933,281,200787,17578561810,14275148569,8225950452,9046377282,6340552,568927913,520059275,9819435,5743307,59909962
1267403,183458,ECHO,27010,ᶜʰᵃᵒˢメвᴜɴɴɪᴇ,124158532,553808479,25,Wilderburg,60,12530831,141427012,65766114,31732531,18820467,7839420,4126211,387126663,412,105072,211634,389,739696455,860435490,881624647,3998273038,46,2181005473,442,139123,10238181669,7450982044,6110572458,5402920215,2352603,335134239,135439543,7694705,3402178,71844214
2871242,278547,ECH1,27010,Vernerrrr,123941912,703810602,25,League of Order,60,2846812,138944745,64842039,31734406,18820467,8545000,3654901,524927377,759,148816,163662,992,282992961,144199653,421694964,1396513812,99,4459247185,1058,86848,16110272973,13944380474,11849990591,10525204928,1885585,324661348,310564476,30407925,15369702,21792261
3659754,265959,ECH3,27010,Ƭ A Ѵ I,122670573,1384879183,25,Wilderburg,60,20897652,168763173,64005390,31734406,17927327,9003450,7413351,634899092,4958,163836,328769,1144,133219736,529013778,1561575080,2939766565,202,940920887,208,100528,29180493129,28558304554,28090671754,23084571432,3972839,527738483,586616457,124441304,52032911,89802638
1610741,183458,ECHO,27010,Raihshtat,122588440,574422107,25,League of Order,60,8787020,143180014,63949792,31732531,18820467,8085650,1415889,406978186,850,91741,267790,1129,1077504095,924992134,610731797,7655690759,4117,1409007339,297,165527,9807491546,8738060276,7337797348,6256404708,2115792,282130629,128048811,37591894,26412265,99207886
10097554,183458,ECHO,27010,Sukku Son 손 책,122010306,658866342,25,Wilderburg,60,10526175,122915588,63629328,31732531,18820467,7827980,4132268,411635098,1511,52162,232806,452,872867670,759177803,714094495,2890952506,313,205000000,41,83243,15895586454,8040567918,11919391490,8894288554,4844236,342783082,255756792,7457481,3012882,49594631
4472069,183458,ECHO,27010,RsSkyline,121042376,525117075,25,League of Order,60,8637470,125478416,62457868,31732531,18820467,7711510,2622354,373031226,340,92233,296776,736,3070392326,2914567649,1922905755,5274775903,6357,950602278,216,182472,11816254957,10739078018,7239767260,7552805745,1585744,302613749,171904016,10190811,4568254,35480590
2154503,183458,ECHO,27010,Kutu,119864915,1280506906,25,League of Order,60,28625650,127899963,60934272,31734406,17963127,9233110,3070008,505021358,168,139471,413459,598,739971823,717124436,638390083,5272882814,45,250276000,56,133673,13341321553,12372209539,9622296319,8919415955,3850721,600793351,628080283,11172385,5263210,34805409
1181168,183458,ECHO,27010,Tommy 亗,119742720,718535631,25,Wilderburg,60,8613108,146018650,63633572,31732531,18820467,5556150,1545329,304874268,257,21869,309253,449,4115309137,1517746808,3186945724,2227112832,384,1713330,4,66733,5164221461,2346659884,3709859069,3029246142,1551346,371264661,262003914,17125558,6720950,61328193
9687730,183458,ECHO,27010,Nghienne,119602958,804991014,25,League of Order,60,17858512,142660130,60256225,31734406,18820467,8791860,3145182,466011649,381,125140,236867,820,400611416,700329725,644667737,2595693993,657,6619636884,1371,85537,11693159952,12945394492,9414209521,5868072877,1809634,370540921,369620990,10599482,4728435,49338507
3663964,183458,ECHO,27010,BrowniePointz,119510107,365878778,25,Springwardens,60,8188959,166498593,58753153,31734406,18820468,10202080,2447690,415096321,77,180578,166174,173,949111844,849213291,653137197,863716746,534,3166951509,644,84199,12346732991,13148780848,6848849418,7217710542,6326890,192801419,155801339,3589687,1856933,11717227
2382034,183458,ECHO,27010,SKZERAA,119306597,495694792,25,League of Order,60,11283756,138930611,61255469,31732531,18407007,7911590,1307731,356710780,533,50649,277110,2130,2153735316,2127220988,1951548193,4874672154,232,4600000,1,82523,6686134759,5768099608,4441104318,4036974486,1900074,301663650,155180484,7018030,4195284,27179019
3732724,183458,ECHO,27010,YАYО,119304805,417682103,25,Wilderburg,60,7077334,124709625,61775147,31732531,18820467,6848660,3250095,451714077,79,226678,117626,3787,3762747560,3727320518,1044823563,4397918733,14184,4477390975,939,155463,14518981920,14553830535,4846671849,6678691054,2721911,203294658,172050148,6598360,5863427,29793088
10870772,183458,ECHO,27010,Gın,119153684,519595807,25,League of Order,60,8446019,145255294,61648906,31732531,18820467,6951780,721599,342928067,134,79820,188823,565,1240164185,674180779,1332939603,2639697991,1206,2972909298,668,90294,8911376593,6849717792,6670736277,4848103732,2712931,175084203,293250331,19116028,15306398,16721137
1708132,183458,ECHO,27010,Fenixfeather,118714073,394415405,25,Springwardens,60,6890141,135968723,60606310,31734406,18820467,7552890,3412121,346446721,19,61469,242657,137,1878245505,1938956741,2009934197,4041272978,4514,7028159,4,106896,9162835061,9336565522,5749992771,6239479426,2582364,261350602,116903732,1823789,918057,13354860
2148014,183458,ECHO,27010,Broke FantasyX僵,118553399,478208567,25,League of Order,60,14436505,166292553,59456961,31732531,18407007,8956900,5475085,396970985,505,112577,223903,469,2332989370,2170461398,1707074203,6530597193,141,159517266,35,96143,15262691412,13008094917,8912201874,8560175429,5354444,310446607,141298250,9856725,6620282,9242842
8470520,183458,ECHO,27010,FeelsSoDMan,118193004,436860407,25,League of Order,60,4043308,132608842,58483231,31734406,18820467,8726600,3263693,300137846,361,100253,136285,909,849827306,1282964537,403484549,663069633,5187,1214489091,287,70267,7747104732,7915205581,4213252619,4925179802,4490128,196660731,177418516,6834355,4949581,50797334
10039450,183458,ECHO,27010,Chef 마 량,118091680,330172076,25,League of Order,60,5518683,122515692,59669612,31732531,18820467,7862930,3750246,313882111,155,80015,148757,528,2019561422,1780453920,1530784871,3324691423,7964,219461196,46,90731,8972859412,9317857940,6746985924,5978607920,3910317,177194416,120509142,4061376,1670536,26676186
3663535,183458,ECHO,27010,Vronaa,117400069,816482025,25,League of Order,60,21094146,197326423,58174835,31732531,18820467,8672060,1494230,505239918,125,132296,321881,411,691299254,778273133,669479147,3573294169,3329,10000000,2,74910,9487268083,8751117162,6551720754,5984656216,5852288,503781950,257087523,8866692,2969705,43700671
10040003,183458,ECHO,27010,ʀᴏᴄᴋᴇᴛ,117282010,494271342,25,League of Order,60,16173281,129569290,58010192,31732531,18820467,8718820,2112411,421546110,97,80982,397319,284,2363668739,2641025186,1777898436,5825468181,27412,-,-,236332,11477877250,15480186262,9031099570,7833224366,2174601,312461461,144251811,2448626,3191359,31839920
1795708,183458,ECHO,27010,ᴱᵗᵉʳⁿᵃˡ メ Lulla,117097878,615149523,25,League of Order,60,10231289,130547958,57685500,31732531,18820467,8859380,1571550,455244228,224,82608,260730,2672,2077617056,2241616457,1865381400,4966154960,26653,391859185,134,139949,9268412946,9148672578,6529499833,5863678513,1500870,253045521,240276848,17130093,10230700,94192230
1183525,-,-,26009,Hi Im Fox,116580763,832931177,25,Wilderburg,60,934023,117735023,58533070,31734406,18820467,7492820,4273776,261123650,1899,82655,85916,621,399920278,322053542,140400448,845443055,72,50000076,14,73646,4448307363,4163881910,1664665495,2665476918,1369408,179529498,528463164,64966485,24327182,29766696
3676517,183458,ECHO,27010,Xerotripz,116388436,336380488,25,League of Order,60,6679371,119861708,57740538,31732531,18206917,8388450,1710898,332284853,135,75274,164104,636,2783754516,2490593424,1860262660,5290223433,270,32800000,7,109603,8963840240,8217902120,5564516388,5596748537,2650156,190227270,100981105,16870312,1564792,26638849
1187761,183458,ECHO,27010,Lướt Qua Nhà Em,116386937,525636520,25,League of Order,60,18696619,149407625,56790139,31732531,18407007,9457260,920032,301183918,126,58014,296153,458,5433862209,4283565371,3811770752,2437370629,100,132601224,43,122263,8764629337,5267740531,5664486199,4875998610,6629056,352892284,140659794,3977549,2918779,25175315
8167052,183458,ECHO,27010,F2P SkillPlayer,116368316,873028755,25,Wilderburg,60,31945581,129230094,57849718,31732531,18820467,7605600,2269141,524629345,228,156689,353385,1197,1899292865,1427620431,1146469686,7210147645,1413,12636126904,2538,95881,18910655261,11063428558,10579771851,6688870667,2822638,541386484,263981476,13381190,6066853,47985119
1279985,183458,ECHO,27010,Sáphíre,116282498,871786504,25,Springwardens,60,14060636,126890908,57061160,31732531,18563397,8925410,3507791,421471290,925,66464,220385,1335,1916415829,1658393488,1438872698,3493638777,8660,1100006484,310,126364,9320780992,8092225480,7001507115,5619562993,1477324,366691879,340613009,12765779,4366010,146723049
1129896,183458,ECHO,27010,St4rwinS,115759920,517333728,25,League of Order,60,8246092,121740766,56768952,31732531,18820467,8437970,1019382,363328891,191,83709,203734,783,1836811799,1362312241,1341008997,4211320367,1795,1299268602,262,123406,8395944093,6829443624,5669162090,4469167612,1158087,256859486,173173890,5300327,3780567,77938195
1417775,183458,ECHO,27010,Xoraz,115459480,283926348,25,League of Order,60,3632539,119022160,56730672,31732531,18820467,8175810,2110741,257163268,308,41872,187602,304,970385839,1021000921,937889618,1532495783,40,-,-,42170,4345669104,4546524144,3278006905,2933643658,2532942,194514964,75972214,1958885,2489700,8909802
1482620,183458,ECHO,27010,Dark August,114993457,583005035,25,League of Order,60,7465656,136633427,54296049,31732531,18820467,9824410,4355771,475164729,1176,66309,274770,2624,3107643040,2011156022,1611851407,4046055130,889,826414837,176,118064,7428899237,7499013981,3987513577,4098920948,2498272,268291501,259871755,11493297,7248308,35298725
3395580,183458,ECHO,27010,Uɴɪᴄᴏʀɴ ᵇᵒʸ,114965118,1029570102,25,Wilderburg,60,18603155,135785612,57147130,31732531,18407007,7653670,863520,517835823,304,52250,222010,1995,3221822179,2792603579,3022441079,5985835771,234,695415505,187,167430,9105483410,7507956890,7024665991,5771911919,1882400,432178252,458320167,18050867,10594141,110257405
4079107,183458,ECHO,27010,mana pit,114908301,478911124,25,League of Order,60,14272189,124342561,57385093,31732531,18820467,6970210,916797,382383429,145,48603,292227,1469,3119059904,3891886902,3972070166,4224073401,387,198520000,44,187616,6677277811,6850727334,6135870340,5242637392,988006,240984960,197547749,9099829,4111497,27104767
2270672,183458,ECHO,27010,ᴱᵗᵉʳⁿᵃˡ メBaoJin,114619314,499742560,25,League of Order,60,10600549,135834104,54954416,31732531,18820467,9111900,1541815,254245311,99,26012,307277,222,6361891542,6519626449,3777693681,2735811508,1205,-,-,210223,5469172766,5593953568,3457121422,3045510154,1790824,183799853,151937133,35449775,2416616,126039972
2302782,183458,ECHO,27010,Broke Leo,114509588,541760491,25,League of Order,60,1417640,114519948,56131510,31732531,18820467,7825080,2263999,332102634,281,41749,227102,475,352171772,467290788,450779998,2009467219,272,995344047,290,86620,5330694525,5249196937,4062027264,3414080282,929619,311528919,142955941,6233789,1859380,79077367
5652788,183458,ECHO,27010,ᴹⱽᴾˢ Groll,114247133,557456340,25,League of Order,60,8257488,133915923,55755360,31734406,18820467,7936900,852403,343099674,101,64456,210044,1094,1262264174,1427562762,1307112543,2802043802,365,2328543130,632,115558,6365942276,6519404654,4126920476,3370550468,1677490,242302904,163113868,5386047,1473669,145145366
7659477,183458,ECHO,27010,STENIZᵗʰᵉMENACE,113755945,692808726,25,Wilderburg,60,13198419,155362075,53018957,31732531,18820467,9863990,1693486,505888997,522,92223,281075,1264,1036586783,945253372,663170587,3563389469,204,1831708,19,176419,10760947606,7847600258,6914774022,6216691677,3626819,368873987,233325938,17439451,14663426,57977246
11223047,183458,ECHO,27010,데드풀 ᴅᴇᴀᴅᴘᴏᴏʟ,113712824,867029545,25,Wilderburg,60,10070042,156772104,56224306,31732531,18820467,6935520,2255304,398172205,453,68132,151778,645,1123700532,998411759,905125647,1211449771,3587,1522127461,312,96693,16488497252,16564342195,13021855548,11871963939,4636863,374059555,408407399,20455144,10646642,53239898
10190879,183458,ECHO,27010,ᴸᴳ 마 초,113279780,792030795,25,Springwardens,60,8556621,155148320,53898126,31734406,18820468,8826780,2517493,463784169,704,177447,125369,859,973432198,956298703,1034129342,2980833152,949,310962803,68,104803,13686830978,12773911078,5732673663,7596249558,4364393,253121651,418491882,27917485,13474744,77922261
3239844,183458,ECHO,27010,ɪᴢᴀʏᴀ,113185138,635666168,25,League of Order,60,11210963,149979548,53916360,31732531,18820467,8715780,3016086,521275137,480,124257,201192,972,1235575429,1760658482,1332688422,7169252743,1578,74690799,35,134650,10989017019,10212608635,7973740606,7465986413,3699785,263821577,244628154,10418137,3860317,112498902
2134127,183458,ECHO,27010,Broke Kits,112317012,542358227,25,League of Order,60,8180731,131391842,54295189,31734406,18820467,7466950,3985997,439561393,402,131737,174215,1211,775977194,873602814,590398324,1803464673,127,3699805631,841,100472,9219251832,9750336487,5187874445,4784741719,1350728,293068613,187877877,5788293,1839399,53395168
11187035,183458,ECHO,27010,ᶜʰᵃᵒˢメbubu,112005577,525748158,25,League of Order,60,9050510,154956899,53339474,31734406,18820467,8111230,2341859,359990045,353,119706,156017,122,580817298,447731892,103303699,2114452394,553,755000000,153,25979,7591935747,6934859231,4709464539,4443494956,2111383,207417260,246744095,22963261,11227386,36529785
10236710,183458,ECHO,27010,ᴴᵘʸ Ông Kẹ,111886280,578412323,25,League of Order,60,9042752,130517290,53973232,31732531,18820467,6996050,1383557,367292842,34,50455,232578,291,2004932097,1815001173,1404151356,2648258136,573,2678805132,537,69843,7567477541,8574687839,5926893787,4362106258,2024255,274064392,214954202,1869847,1747787,85759209
6554196,183458,ECHO,27010,EIettra,111553552,510979222,25,League of Order,60,14839670,123298962,54327444,31732531,18167167,6910410,818829,354240389,56,26213,310356,338,2478733423,2004382538,1819162877,5736262963,90380,1275005165,258,94275,10380751713,9707659979,8317274227,6970854831,1853141,290581260,170756425,3050615,1753555,44814017
1468732,183458,ECHO,27010,Sheu,111349523,542421774,25,League of Order,60,7252961,132924913,53208204,31732531,18820468,7588320,1082260,396936817,58,65272,245482,288,2471384358,2771678527,2172369213,4497466223,18564,101103062,35,118750,5008133520,5094100916,3047530075,2804438889,2482920,282215540,189938754,10977718,3868372,55322482
2404030,183458,ECHO,27010,ᵗʰᵉZeCoelhaO,109256448,519043766,25,League of Order,60,14702641,144984638,50513960,31732531,18820467,8189490,957661,350220763,85,49498,263460,1525,1529079840,1787971513,1719743395,3048940634,2268,66945739,20,138197,6373080230,6030813669,4752358618,4194570293,1456787,287079238,195493424,2988599,2352004,30914150
2305148,183458,ECHO,27010,AZØG,108656894,596233936,25,League of Order,60,12408924,127444608,49841696,31732531,18820467,7731300,1552399,435928231,406,66656,337480,1169,2014028327,2624684223,2276639328,3157111838,284,251515945,73,97521,6677820415,6874277464,4760134676,4301328736,1319120,362181788,205319678,4714446,2416640,21418344
3622279,183458,ECHO,27010,ᶜʸᵇメCʏʙᴇʀLᴇɢɪᴏɴ,108537391,749923093,25,League of Order,60,10013976,148194771,51473893,31732531,18661467,6669500,3597967,585165327,255,171746,229784,1965,356662823,318148730,373926251,3079914320,100,3643608777,775,138802,14883927208,14484208407,8437145259,8912941718,2371247,368834021,301502716,16661533,10511549,52091431
3217685,183458,ECHO,27010,Holliday  亞,107661707,376791994,25,League of Order,60,11149732,124052640,49757739,31732531,18820467,7350970,1824276,453069595,195,124562,211409,623,1815855700,2431026106,1715740818,5016149840,677,46627581,29,156389,11887437502,13589321785,7495549674,8352160615,2577033,235435697,121366023,4241298,4508796,10980817
3565463,183458,ECHO,27010,金Daenerys,107607288,464223841,25,Wilderburg,60,7412328,118134856,48005840,31732531,18820467,9048450,1963977,367657278,919,46346,148437,725,3062180502,3070378990,1429358355,3039669196,12519,301437156,75,119309,8549117612,7797210253,6102019046,5106410972,3361471,192845698,223033163,10276028,3858545,33953141
2357993,183458,ECHO,27010,SFiend315,105114452,358487887,25,League of Order,60,9740572,120098272,45842334,31732531,18820467,8719120,494330,331868051,55,71751,222311,134,3955595505,3633255275,2849738219,3740731723,8880,158882094,32,111020,5922313269,5600341102,4496651046,4083978516,2664996,205929205,105991717,4408056,1453269,40653197
2461944,183458,ECHO,27010,HealeRᵀᴴ,104918484,278048096,25,League of Order,60,10237978,118905334,46066986,31732531,18820467,8298500,626739,287579500,85,47408,215156,194,1776104374,2138355430,1853822856,2940622138,457,92,1,156017,6490949164,7563976772,6319881404,5439789166,1889804,216751243,50146776,2034363,1518526,7591025
1187064,183458,ECHO,27010,メ ᴡᴀʀʟᴏʀᴅ,103992327,469077151,25,League of Order,60,11270475,122034368,46113759,31732531,18820467,7325570,4249388,409055826,1302,97004,250768,1207,1408661901,1823890777,1846894480,3491157893,226,889140339,183,76233,7238602015,8509718951,7039496224,5442100292,1355887,264656671,149201692,3606471,1717958,49550827
2302181,183458,ECHO,27010,a L v,103727674,312822337,25,League of Order,60,5484952,116910324,45905826,31732531,18407007,7682310,1542814,331365560,383,55487,189005,473,852970091,845386787,649509799,3042591701,20,-,-,75185,6525456104,5888273473,5445021830,4678771036,2387710,208359651,75938221,2911269,3037214,22333481
2411806,183458,ECHO,27010,ᴱᵗᵉʳⁿᵃˡ 000,103408098,495503441,25,League of Order,60,13037024,127670913,43087675,31734406,18820467,9765550,3381063,373100272,414,113300,265963,594,1522058663,1521399356,1426024579,2495160096,880,62700000,13,80074,11052066311,10649414516,6907520217,7002622580,4641862,310520529,152507180,2493033,1697842,27842619
1884432,183458,ECHO,27010,ᴹˣ Core,103189839,530139357,25,League of Order,60,10259807,160968471,43216396,31734406,18820467,9418570,3832342,461816731,483,158816,201299,720,734800839,680163577,571713495,2217255200,669,1345745004,293,106471,12752339563,12430722277,8988681849,8379967325,4731150,329322780,158858202,4929449,1872600,34777379
8592199,183458,ECHO,27010,CÀĮ,102889149,677373158,25,League of Order,60,12789959,134335505,44252321,31732531,18820467,8083830,987657,485919338,83,64233,249126,284,4796608489,2345503252,3265758815,4682499339,-,190000000,38,129983,10716753286,8046417918,7737206746,6199079884,2406304,298036036,294578046,13199123,4119156,67379042
6350498,183458,ECHO,27010,Ƶetsubo,102863481,480281509,25,League of Order,60,8214246,112797141,44724278,31734406,18820467,7584330,1147077,288289137,208,55920,278236,463,1297556297,1338011697,1099193863,3548231418,72,178400006,41,118049,4421928036,4267345779,2753942495,2618809741,1376312,288235300,167188404,2076200,1047734,21687361
1538471,183458,ECHO,27010,ᶠᴮᶦ Sister Hong,102562210,372946593,25,League of Order,60,4335953,108751524,46410472,31732531,18664077,5755130,2015848,445670520,252,62515,229701,2496,3653644781,5806931499,3255359308,2775734530,4174,3942273756,810,234472,7532509341,10142516773,6658721175,4084774162,926755,218939214,98652311,2062348,939143,52214446
2053160,183458,ECHO,27010,iH0S,102104064,623362856,25,League of Order,60,11330352,132794464,42731171,31734406,18820467,8818020,1515039,376353214,255,75319,177130,543,1151372741,805122893,1586065948,2743511650,4635,3099682140,648,122322,8665918185,7177169695,6825505373,4919098408,2760305,295616292,281508769,6849988,3521663,35539593
1714110,183458,ECHO,27010,Crocodilë,100149356,510213247,25,League of Order,60,10245739,134452966,41482708,31732531,18465327,8468790,1034405,464991961,182,60047,280215,338,3823991658,3379676550,2738794099,3621351858,2472,37550143,27,140356,8618893039,6558900991,5422186102,5284741400,1413366,298592026,125228925,11423935,5966050,68863797
2144505,-,-,60,mtxz,99901980,621857156,25,League of Order,60,-,99901980,43158412,31732531,18820467,6190570,247261,265078043,28,23897,123265,132,1224935648,1231578294,1226192162,3536610533,5348,366909365,75,141848,2366551132,2621971152,1594235985,1165659587,2222035,193594033,374154709,12300036,3936095,37824279
4715798,183458,ECHO,27010,3Zz,99818492,623666149,25,League of Order,60,4596033,125485632,41567209,31734406,18820467,7696410,1944173,375746503,724,77611,136809,602,446688362,468331957,554989666,2083533725,5275,683602413,159,86673,5986435426,5956684376,3143751785,3495569716,1179050,192630620,270029888,54780101,42096511,63487800
8494348,183458,ECHO,27010,ᴰˢ J son of troll,99466521,657671454,25,Wilderburg,60,10580806,127380435,41667353,31732531,18621717,7444920,973361,422739949,161,74766,260903,2286,2414106880,1614515948,2218230921,3954544487,9200,245222809,61,191657,10079911837,7964825451,7380812853,5889545966,2044570,321109344,260576482,6473941,3686396,65564770
8183900,183458,ECHO,27010,SоD,99210472,825192147,25,League of Order,60,9308201,121308017,41546114,31732531,18544827,7387000,3051188,372831686,1003,84150,166290,731,1453153083,798659661,605507684,2098869177,497,2520445891,521,82829,8537177772,5991427211,4489997318,3956878443,1666635,262777231,503238440,29211587,10764674,18732718
10637721,183458,ECHO,27010,Liuᴿᴵᴼ리우,98922909,762283110,25,League of Order,60,11103376,124268767,41364541,31732531,18407007,7418830,1467385,475554716,829,67443,184107,1819,971772693,759117698,794748580,5710581621,7831,3433075989,701,118365,14258289679,14309599479,10410319566,7984441892,1396110,296492104,370247102,22376651,16638769,56002027
5232567,183458,ECHO,27010,ᴰʳᵃᵍᵒⁿ ˢⁱˢᵗᵉʳ,98695638,493711992,25,League of Order,60,6898587,110031058,41536140,31732531,18820467,6286500,2485234,399436577,230,61599,239064,706,1269572601,1264237775,861480665,2596917033,1736,183232238,154,151836,5302119901,5661124315,3934583296,3501588894,1208080,225510372,227944338,3249142,2063516,34730417
2470622,183458,ECHO,27010,ＴＨＥＨＥＬL,98096080,429974388,25,League of Order,60,11400485,121671222,40572662,31732531,18621717,6649170,1258577,370366405,30,57028,266332,593,1771288474,2168787987,1292349995,3445038281,74,339672187,97,124482,5692371105,5775045604,3748905522,3517721875,1184537,235863852,97809149,22341873,17784065,56097603
10011734,183458,ECHO,27010,ᴱⁿᵍ 마 속,97991333,647118344,25,League of Order,60,9789709,111725141,39065055,31732531,18820467,8373280,2945007,355786221,559,42913,218918,520,691310201,516289437,506369049,4231211945,373,17640632877,3532,66885,17148433767,15287528108,9712582509,4957613686,2727573,249936733,327832144,14400380,5972881,48675061
